,shopid,userid
4708,172406176,0
4709,96988246,0
4710,193605625,0
4711,13479515,0
4712,190955213,0
4713,83764923,0
4714,10445,0
4715,173697697,0
4716,108401174,0
4717,86572231,0
4718,134972325,0
4719,135011090,0
4720,162555867,0
4721,115283227,0
4722,82207942,0
4723,198904525,0
4724,143899515,0
4725,203599196,0
4726,64129412,0
4727,25597054,0
4728,142423716,0
4729,229055,0
4730,159365534,0
4731,91680306,0
4732,191955277,0
4733,186788822,0
4734,48097475,0
4735,101833097,0
4736,12076626,0
4737,206134624,0
4738,7166715,0
4739,64498057,0
4740,182856278,0
4741,190392108,0
4742,145236330,0
4743,187018298,0
4744,10445843,0
4745,163748457,0
4746,6757784,0
4747,18874944,0
4748,201528166,0
4749,75616656,0
4750,111697121,0
4751,108331,0
4752,160389715,0
4753,20175892,0
4754,119595372,0
4755,35231159,0
4756,193675117,0
4757,29238058,0
4758,130118702,0
4759,27121976,0
4760,160396988,0
4761,193455300,0
4762,182919419,0
4763,191295947,0
4764,192082717,0
4765,213491132,0
4766,63356533,0
4767,175124992,0
4768,33675962,0
4769,70519503,0
4770,111293531,0
4771,30964205,0
4772,163097708,0
4773,140626643,0
4774,45650247,0
4775,180962673,0
4776,163791574,0
4777,149137973,0
4778,173462522,0
4779,146952861,0
4780,174047343,0
4781,199948855,0
4782,180940063,0
4783,64244607,0
4784,4918745,0
4785,3136023,0
4786,127248585,0
4787,41463061,0
4788,113463395,0
4789,81107569,0
4790,155381723,0
4791,41872939,0
4792,33356901,0
4793,212352140,0
4794,136538841,0
4795,182853531,0
4796,169110926,0
4797,112524711,0
4798,173699040,0
4799,43524023,0
4800,62717741,0
4801,117152908,0
4802,199364856,0
4803,170580789,0
4804,168849137,0
4805,157587656,0
4806,73654505,0
4807,203742645,0
4808,203655623,0
4809,35228168,0
4810,53295095,0
4811,35466783,0
4812,163091079,0
4813,205831169,0
4814,182225699,0
4815,43705414,0
4816,143899561,0
4817,74438103,0
4818,30136571,0
4819,127226361,0
4820,155111568,0
4821,126525670,0
4822,140395131,0
4823,77418152,0
4824,116342580,0
4825,141921152,0
4826,9780129,0
4827,121727709,0
4828,2859407,0
4829,134474261,0
4830,68858305,0
4831,130185807,0
4832,151184191,0
4833,116669551,0
4834,182031231,0
4835,18185692,0
4836,129915157,0
4837,6849297,0
4838,199338184,0
4839,130088426,0
4840,203555103,0
4841,203079709,0
4842,145291705,0
4843,50581831,0
4844,126587078,0
4845,14896302,0
4846,193872265,0
4847,20453335,0
4848,54000722,0
4849,69827094,0
4850,107418846,0
4851,149160743,0
4852,71401459,0
4853,77417977,0
4854,163484409,0
4855,133243930,0
4856,165029054,0
4858,134353726,0
4859,4381617,0
4860,169379025,0
4861,127826356,0
4862,9175583,0
4863,130112743,0
4864,119012785,0
4865,135584049,0
4866,163243471,0
4867,191427326,0
4868,180948878,0
4869,63475990,0
4870,190784345,0
4871,147496597,0
4872,181807958,0
4873,106971308,0
4874,187150862,0
4875,201226295,0
4876,104245705,0
4877,646840,0
4878,182281037,0
4879,39557412,0
4880,201241154,0
4881,205494305,0
4882,43928512,0
4883,141020058,0
4884,26707767,0
4885,1368968,0
4886,64394353,0
4887,170112987,0
4888,16524014,0
4889,385751,0
4891,195852560,0
4892,98480179,0
4893,170949061,0
4894,168725296,0
4895,63652029,0
4896,12669474,0
4897,106712159,0
4898,170518054,0
4899,89747206,0
4900,43524060,0
4901,68469122,0
4902,11263516,0
4903,180451229,0
4904,169190699,0
4905,30251815,0
4906,26234966,0
4907,117222387,0
4908,58548427,0
4909,68766338,0
4910,114053150,0
4911,45717318,0
4912,210120882,0
4913,182856945,0
4914,51576985,0
4915,172406425,0
4916,2102641,0
4917,76750814,0
4918,187129170,0
4919,173323697,0
4920,77216831,0
4921,140405465,0
4922,77216969,0
4923,10359,0
4924,175157869,0
4925,183461133,0
4926,48732581,0
4927,12989242,0
4928,88073992,0
4929,50826553,0
4930,142201090,0
4931,141993957,0
4932,173668008,0
4933,50115938,0
4934,163330483,0
4935,57285019,0
4936,567545,0
4937,147508069,0
4938,203196689,0
4939,26093656,0
4940,141003148,0
4941,115377252,0
4942,60866794,0
4943,33242881,0
4944,188926275,0
4945,82436100,0
4946,68457721,0
4947,90348893,0
4948,92733248,0
4949,208834071,0
4950,78844091,0
4951,95642156,0
4952,141603370,0
4953,110872924,0
4954,3320130,0
4955,162289042,0
4956,5117820,0
4957,141604269,0
4958,201214415,0
4959,40893295,0
4960,134350836,0
4961,3698332,0
4962,43271155,0
4963,126617222,0
4964,135041666,0
4965,199022197,0
4966,169101640,0
4967,41293170,0
4968,133467824,0
4969,162188521,0
4970,201325240,0
4971,69979628,0
4972,10915793,0
4973,182862688,0
4974,139389754,0
4975,173321610,0
4976,102355718,0
4977,192091612,0
4978,162255156,0
4979,173455390,0
4980,123353475,0
4981,99608577,0
4982,139099196,0
4983,173316690,0
4984,102278783,0
4985,88434042,0
4986,45870254,0
4987,58201110,0
4988,191587184,0
4989,162174875,0
4990,173258135,0
4991,134314677,0
4992,203089252,0
4993,178589064,0
4994,42496,0
4995,84683145,0
4996,8527682,0
4997,28714108,0
4998,163483229,0
4999,63632994,0
5000,571261,0
5001,141602936,0
5002,71705825,0
5003,160399358,0
5004,79829757,0
5005,193582066,0
5006,107143451,0
5007,72534875,0
5008,36967806,0
5009,69838853,0
5010,177914346,0
5011,172197874,0
5012,95035833,0
5013,28748863,0
5014,73846922,0
5015,19051703,0
5016,195869217,0
5017,84172637,0
5018,32007281,0
5019,84172590,0
5020,41153817,0
5021,163487604,0
5022,191956343,0
5023,193421520,0
5024,85258363,0
5025,187003011,0
5026,176071870,0
5027,129478118,0
5028,162021091,0
5030,110870667,0
5031,180656412,0
5032,104593216,0
5033,18307075,0
5034,140625577,0
5035,127603847,0
5036,160363230,0
5037,1291172,0
5038,30407258,0
5039,159610276,0
5040,182260941,0
5041,203408133,0
5042,854434,0
5043,135032965,0
5044,131714453,0
5045,187118663,0
5046,190785956,0
5047,188285782,0
5048,91114567,0
5049,193475287,0
5050,140398768,0
5051,63647432,0
5052,146090761,0
5053,4298920,0
5054,116500013,0
5056,66844633,0
5057,182891837,0
5058,64129651,0
5059,88701184,0
5060,28180570,0
5061,128901198,0
5062,182859239,0
5063,94461134,0
5064,14747632,0
5065,133508198,0
5066,137741462,0
5067,190785531,0
5068,8605274,0
5069,160406037,0
5070,100458655,0
5071,130159345,0
5072,117921438,0
5073,201603821,0
5074,86371836,0
5075,188116771,0
5076,98758982,0
5077,164948974,0
5078,91088086,0
5079,100262732,0
5080,203588935,0
5081,27121470,0
5082,26097555,0
5083,85965597,0
5084,184869037,0
5085,208793476,0
5086,130099434,0
5087,134937818,0
5088,60866927,0
5089,159621692,0
5090,40263031,0
5091,169105108,0
5092,80763275,0
5093,164933259,0
5094,189157401,0
5095,201287310,0
5096,193421886,0
5097,6259078,0
5098,12216137,0
5099,190626947,0
5100,184570008,0
5101,163089921,0
5102,180957311,0
5103,6360366,0
5104,199939750,0
5105,147425929,0
5106,9886045,0
5107,162153111,0
5108,186970124,0
5109,173822220,0
5110,119362011,0
5111,199316284,0
5112,66861680,0
5113,164786255,0
5114,21222256,0
5115,191065421,0
5116,169489186,0
5117,170608964,0
5118,118964457,0
5119,10342387,0
5120,160393970,0
5121,77548457,0
5122,201539499,0
5123,49802667,0
5124,141602437,0
5125,804140,0
5126,201537882,0
5127,128278570,0
5128,2746342,0
5129,202960637,0
5130,126018672,0
5131,9490500,0
5132,143598794,0
5133,57775788,0
5134,176433157,0
5135,186977059,0
5136,133288339,0
5137,106935669,0
5138,194058116,0
5139,166392632,0
5140,201202473,0
5141,63841244,0
5142,182852854,0
5143,90187350,0
5144,146752779,0
5145,38143850,0
5146,6275128,0
5147,52868403,0
5148,159556422,0
5149,48702311,0
5150,29652480,0
5151,74286996,0
5152,162536489,0
5153,130912802,0
5154,90336797,0
5155,83761892,0
5156,26513810,0
5157,72368689,0
5158,66631011,0
5159,54919687,0
5160,158730491,0
5161,53970462,0
5162,116334712,0
5163,69392626,0
5164,93360016,0
5165,62333938,0
5166,205492180,0
5167,135054010,0
5168,176433360,0
5169,159402738,0
5170,120300128,0
5171,162765436,0
5172,169901104,0
5173,142011417,0
5174,199136227,0
5175,100688405,0
5176,119362173,0
5177,154430193,0
5178,40392768,0
5179,68836492,0
5181,94846095,0
5182,111343935,0
5183,19401619,0
5184,153533552,0
5185,193419265,0
5186,88696854,0
5187,43432554,0
5188,100694756,0
5189,209030064,0
5190,171700531,0
5191,15920950,0
5192,191061209,0
5193,9854477,0
5194,75330476,0
5195,199082366,0
5196,39230517,0
5197,58256502,0
5198,182265470,0
5199,123550407,0
5200,193459122,0
5201,93178145,0
5202,190722153,0
5203,160118051,0
5204,207622678,0
5205,173469406,0
5206,149832924,0
5207,71058662,0
5208,171607198,0
5209,203600777,0
5210,2583380,0
5211,173479869,0
5212,85459037,0
5213,74685629,0
5214,102318125,0
5215,110350784,0
5216,170352800,0
5217,133302512,0
5218,85459106,0
5219,114210469,0
5220,129466219,0
5221,182261336,0
5222,117917520,0
5223,27745261,0
5224,167317329,0
5225,65884825,0
5226,134390888,0
5227,118891258,0
5228,172195751,0
5230,36354680,0
5231,129916468,0
5232,135041686,0
5233,14695382,0
5234,84172610,0
5235,20647785,0
5236,141025126,0
5237,163526857,0
5238,95274955,0
5239,140626049,0
5240,112372756,0
5241,33211067,0
5242,46637783,0
5243,156887623,0
5244,163321488,0
5245,193476157,0
5246,203024235,0
5247,127265335,0
5248,65949042,0
5249,64113182,0
5250,20180087,0
5251,115725524,0
5253,19849039,0
5254,190762080,0
5255,140392992,0
5256,130858668,0
5257,130789936,0
5258,79695793,0
5259,7792923,0
5260,79217371,0
5261,31721649,0
5262,11435348,0
5263,156990203,0
5264,162825565,0
5265,96681481,0
5266,119590057,0
5267,175741058,0
5268,182890233,0
5269,18102456,0
5270,123231137,0
5271,11604560,0
5272,71918592,0
5273,39538010,0
5274,127826392,0
5275,19147626,0
5276,31034387,0
5277,33378815,0
5278,174650658,0
5279,179947656,0
5280,11434776,0
5281,164767528,0
5282,134972553,0
5283,173322600,0
5284,133973000,0
5285,88477170,0
5286,14502059,0
5287,69392548,0
5288,70474967,0
5289,54888132,0
5290,159127371,0
5291,209299036,0
5292,64394646,0
5293,76485980,0
5294,163791845,0
5295,173489588,0
5296,39271673,0
5297,128165859,0
5298,102114982,0
5299,163968966,0
5300,142643640,0
5301,173377383,0
5302,186999961,0
5303,68859844,0
5304,19174198,0
5305,91105193,0
5306,26167835,0
5308,149457939,0
5309,14050429,0
5310,91680059,0
5311,77215440,0
5312,211892380,0
5313,186720408,0
5314,18584244,0
5315,183460459,0
5316,134968827,0
5317,161535507,0
5318,74232609,0
5319,111696486,0
5320,112253000,0
5321,201539234,0
5322,168919520,0
5323,26133,0
5324,133342730,0
5325,177803151,0
5326,72567956,0
5327,102386278,0
5328,102371421,0
5330,79731820,0
5331,60586051,0
5333,193411258,0
5334,152415409,0
5335,75769854,0
5336,191287735,0
5337,108399149,0
5338,77573224,0
5339,61350092,0
5340,13363177,0
5341,4185198,0
5342,33521018,0
5343,51693198,0
5344,187786476,0
5345,10388,0
5346,160374887,0
5347,141009054,0
5348,209273981,0
5349,191433762,0
5350,163538911,0
5351,40264163,0
5352,133345325,0
5353,23934541,0
5354,60864555,0
5355,107908911,0
5356,22917777,0
5357,84811015,0
5358,32806456,0
5359,205836689,0
5360,161745157,0
5363,11449185,0
5364,163749259,0
5365,168753580,0
5366,17838524,0
5367,199367768,0
5368,87986130,0
5369,163289595,0
5370,75305613,0
5371,71767209,0
5372,126192856,0
5373,162561230,0
5374,203532329,0
5375,191571401,0
5376,173492497,0
5377,1770728,0
5378,186651985,0
5379,60279691,0
5380,49657321,0
5381,77361166,0
5382,110879990,0
5383,179822891,0
5384,93952366,0
5385,193419312,0
5386,203640589,0
5387,59257412,0
5389,176189261,0
5390,12664830,0
5391,173487460,0
5392,203226193,0
5393,26637605,0
5394,194442399,0
5395,17287844,0
5396,140734529,0
5397,97559742,0
5398,39014731,0
5399,167382794,0
5400,947259,0
5401,156130510,0
5402,23078312,0
5403,129916491,0
5404,908984,0
5405,115506685,0
5406,93950227,0
5407,1721658,0
5408,116657487,0
5409,131671809,0
5410,173469745,0
5411,120327211,0
5412,63673912,0
5413,23379082,0
5415,170113065,0
5416,78399782,0
5417,91088261,0
5418,191422842,0
5419,114544353,0
5420,98793150,0
5421,186995173,0
5422,155106140,0
5423,11289140,0
5424,196208971,0
5425,46637929,0
5426,146814933,0
5427,207723404,0
5428,167117776,0
5429,42394774,0
5430,169213804,0
5431,127694531,0
5432,189446314,0
5433,18162078,0
5434,163116166,0
5435,156142365,0
5436,153451201,0
5437,62680982,0
5438,174763245,0
5439,129925273,0
5440,95757774,0
5441,20000990,0
5442,205496513,0
5443,160378877,0
5444,22656521,0
5445,153128060,0
5446,182265429,0
5447,163041552,0
5448,130787750,0
5449,173490999,0
5450,162269278,0
5451,179804792,0
5452,138866915,0
5453,135053791,0
5454,106995615,0
5455,16754714,0
5456,163289473,0
5457,11272000,0
5458,203742016,0
5459,95265970,0
5460,101475186,0
5461,156183659,0
5462,193458285,0
5463,115725303,0
5464,135251631,0
5465,55590,0
5466,81070087,0
5467,182625534,0
5468,175754025,0
5469,50459466,0
5470,77268364,0
5471,100873113,0
5472,166577638,0
5473,110868663,0
5474,126755,0
5475,173819976,0
5476,144971959,0
5477,92514114,0
5478,144265758,0
5479,127793819,0
5480,173325120,0
5481,9914371,0
5482,63525393,0
5483,191429759,0
5484,188956179,0
5485,161771580,0
5486,191061934,0
5487,144531167,0
5488,913300,0
5489,50969263,0
5490,200499418,0
5491,121271814,0
5492,24008870,0
5493,35676241,0
5494,163111569,0
5495,153126935,0
5496,42054173,0
5497,134968981,0
5498,1302757,0
5499,46573753,0
5500,189171276,0
5501,143584595,0
5502,150271786,0
5504,60315186,0
5505,172278947,0
5506,25578031,0
5507,52928861,0
5508,69350092,0
5509,64393714,0
5510,134968881,0
5511,193950088,0
5512,69889199,0
5513,203534624,0
5514,121001738,0
5515,162161952,0
5516,59472057,0
5517,149299692,0
5518,71915492,0
5519,104804514,0
5520,173204745,0
5521,1026881,0
5522,95273673,0
5523,121729637,0
5525,108147837,0
5526,60864445,0
5527,199097177,0
5528,201571314,0
5529,104801942,0
5530,157025663,0
5531,84643967,0
5532,191143108,0
5533,40263211,0
5534,89119433,0
5535,185188390,0
5536,147434859,0
5537,3123082,0
5538,189153124,0
5539,173318029,0
5540,71526378,0
5541,122594681,0
5542,203452409,0
5544,202880556,0
5545,155082901,0
5546,53027147,0
5547,166346453,0
5548,83091265,0
5549,1337416,0
5550,114952577,0
5551,173795509,0
5552,87657406,0
5553,165498971,0
5554,149744678,0
5555,163127053,0
5556,174031276,0
5557,9848376,0
5558,91087999,0
5559,104802142,0
5560,90501721,0
5561,11252572,0
5562,203544607,0
5563,189531438,0
5564,181840193,0
5565,199385393,0
5566,40205621,0
5567,58493058,0
5568,48567203,0
5569,154676676,0
5570,135001533,0
5571,105782218,0
5572,25346638,0
5573,17429452,0
5574,117229788,0
5575,213532142,0
5576,144860424,0
5577,129017837,0
5578,164933106,0
5579,152249929,0
5580,162304596,0
5581,182888987,0
5582,36503706,0
5583,10343572,0
5584,135041840,0
5585,9639146,0
5586,186338990,0
5587,126261739,0
5588,93949912,0
5589,141927530,0
5590,155073059,0
5591,210158721,0
5592,85207,0
5593,154417779,0
5594,9493048,0
5595,160400347,0
5596,168935340,0
5597,166356346,0
5598,10094244,0
5599,186407358,0
5600,68459563,0
5601,203596305,0
5602,118549755,0
5603,198880059,0
5604,203941397,0
5605,79058156,0
5607,163328401,0
5608,46520041,0
5609,157976199,0
5610,152344847,0
5611,140734183,0
5612,157684996,0
5613,15290976,0
5614,28465178,0
5615,7848700,0
5616,205875286,0
5617,299337,0
5618,195863262,0
5619,86788116,0
5620,166590954,0
5621,20672757,0
5622,195868054,0
5623,783093,0
5624,187120081,0
5625,195850481,0
5626,9664839,0
5627,88314577,0
5628,74666146,0
5629,26145532,0
5630,140392603,0
5631,5859677,0
5632,167116226,0
5633,104802017,0
5634,16732622,0
5635,156536710,0
5636,10462400,0
5637,104278318,0
5638,1078779,0
5639,175754485,0
5640,88066222,0
5641,182624414,0
5642,60752599,0
5643,199327917,0
5644,92524217,0
5646,180509312,0
5647,66194768,0
5648,199254612,0
5649,180503103,0
5650,2875608,0
5651,127248396,0
5652,126241758,0
5653,182857017,0
5654,34777712,0
5655,85948295,0
5656,106390802,0
5657,140207219,0
5658,158152364,0
5659,187112396,0
5660,103741800,0
5661,40393996,0
5662,164767620,0
5663,162283275,0
5664,203173488,0
5665,178491112,0
5666,165048330,0
5667,61361156,0
5668,195869394,0
5669,134122112,0
5670,199321035,0
5671,48258478,0
5672,165795070,0
5673,17816159,0
5675,109581935,0
5676,131670195,0
5677,163292590,0
5678,163295332,0
5679,127707424,0
5680,129529803,0
5681,60576492,0
5682,96558236,0
5683,131669035,0
5684,173795253,0
5685,27649,0
5686,109755317,0
5687,803386,0
5688,10615277,0
5689,30957,0
5690,6036048,0
5691,191541899,0
5692,89955224,0
5693,193499421,0
5694,102279399,0
5695,164066717,0
5696,84559494,0
5697,198883802,0
5698,19067988,0
5699,80006964,0
5700,183462095,0
5701,190966071,0
5702,713011,0
5703,28051593,0
5704,26007497,0
5705,86603038,0
5706,195797677,0
5707,142094269,0
5708,140914317,0
5709,195858712,0
5710,85634231,0
5711,626847,0
5712,97172638,0
5713,95178976,0
5714,208697236,0
5715,157778974,0
5716,163283372,0
5717,74299295,0
5718,29523909,0
5719,73658804,0
5720,151634088,0
5721,118141794,0
5722,49247759,0
5723,183919706,0
5724,38459063,0
5725,145969988,0
5726,134869882,0
5727,183463298,0
5728,193420745,0
5729,52652942,0
5730,129916654,0
5731,173549144,0
5732,198897294,0
5733,173276094,0
5734,74290025,0
5735,135054827,0
5736,165881837,0
5737,154219611,0
5738,156766143,0
5739,165702945,0
5740,112220027,0
5742,196765560,0
5743,68789708,0
5744,161343279,0
5745,199846487,0
5746,132042271,0
5747,187532841,0
5748,137195299,0
5749,13538662,0
5750,119596444,0
5751,104841162,0
5752,96555792,0
5753,191388784,0
5754,77529683,0
5755,84533748,0
5756,2135844,0
5757,193901318,0
5758,1141231,0
5759,127248719,0
5760,127246010,0
5761,195857972,0
5762,168827677,0
5763,101590001,0
5764,16617519,0
5765,193458256,0
5766,12622901,0
5767,60586130,0
5768,126635650,0
5769,89250796,0
5770,66375071,0
5771,152003556,0
5772,139624412,0
5773,173323107,0
5774,51089915,0
5775,187020577,0
5776,161709204,0
5777,203738122,0
5778,55480091,0
5779,173322811,0
5780,195863746,0
5781,191153408,0
5782,115506431,0
5783,191963919,0
5784,195868762,0
5785,93906301,0
5786,162826546,0
5787,112427213,0
5788,173702050,0
5789,101485189,0
5790,116462861,0
5791,963871,0
5792,182868549,0
5793,64076337,0
5794,223570,0
5795,146817626,0
5796,160367643,0
5797,169910435,0
5798,162580095,0
5799,62830039,0
5800,127663053,0
5801,69020969,0
5802,119335745,0
5803,190963792,0
5804,112975952,0
5805,147697574,0
5806,203547243,0
5807,21602170,0
5808,165046552,0
5809,7767401,0
5810,156376344,0
5811,151334461,0
5812,97335446,0
5813,173203922,0
5814,190539712,0
5815,61360170,0
5816,112545865,0
5817,162300547,0
5818,118996648,0
5819,52778437,0
5820,7548342,0
5821,137560406,0
5822,17780650,0
5823,129222370,0
5824,155123792,0
5825,173823168,0
5826,129113586,0
5827,213156806,0
5828,64148965,0
5829,173485278,0
5830,191989008,0
5831,25229093,0
5832,63359105,0
5833,118945555,0
5834,186658059,0
5835,195318381,0
5836,53588950,0
5837,127222154,0
5838,190975691,0
5839,118140394,0
5840,160366667,0
5841,187172443,0
5842,61595324,0
5843,93785607,0
5844,107850385,0
5845,83699029,0
5846,203602737,0
5847,150534543,0
5848,160368077,0
5849,116348335,0
5850,120554031,0
5851,108120692,0
5853,130117904,0
5854,64394101,0
5855,208697983,0
5856,167593374,0
5857,123785662,0
5858,140206431,0
5859,97880534,0
5860,182585020,0
5861,17205119,0
5862,167600684,0
5863,132920613,0
5864,163332329,0
5865,10360,0
5866,102278547,0
5867,127826426,0
5868,112441856,0
5869,126461846,0
5870,34246897,0
5871,189527517,0
5872,121729165,0
5873,70329308,0
5874,39152410,0
5875,45292215,0
5876,46900382,0
5877,65692832,0
5878,164793145,0
5879,154690376,0
5880,26451002,0
5881,156008010,0
5882,2269893,0
5883,165731412,0
5884,185861270,0
5885,46944726,0
5886,178471308,0
5887,3072381,0
5888,182859155,0
5889,161287443,0
5890,188368491,0
5891,173695497,0
5892,17236176,0
5893,8834373,0
5894,119756612,0
5895,191301718,0
5896,131670732,0
5897,169373788,0
5898,161484754,0
5899,173311971,0
5900,173326258,0
5901,139614372,0
5902,163129585,0
5904,5873204,0
5905,195862383,0
5906,175065351,0
5907,99893367,0
5908,132725258,0
5909,58530582,0
5910,133257547,0
5911,118949563,0
5912,64071789,0
5913,173050796,0
5914,156315023,0
5915,162276781,0
5916,163130286,0
5917,161259596,0
5918,182260979,0
5919,164504684,0
5920,209161126,0
5921,203580277,0
5922,180945920,0
5923,156733665,0
5924,64111625,0
5925,67875681,0
5926,147897159,0
5927,95967043,0
5928,70177915,0
5929,195447070,0
5930,10131460,0
5931,115763688,0
5932,163508113,0
5933,37954639,0
5934,631546,0
5935,62505955,0
5936,160396372,0
5937,63428645,0
5938,135105989,0
5939,72808126,0
5940,145021377,0
5941,144606574,0
5942,159780195,0
5943,127263408,0
5944,85818,0
5945,169037270,0
5946,203552493,0
5947,203008277,0
5948,203091622,0
5949,148043541,0
5950,138761416,0
5951,98793048,0
5952,163045382,0
5953,130118802,0
5954,201533544,0
5955,80006509,0
5956,104756497,0
5957,183618498,0
5958,190951548,0
5959,3682508,0
5960,22884785,0
5961,126599833,0
5962,24762993,0
5963,140626250,0
5964,140236032,0
5965,118120145,0
5966,163786659,0
5967,169856158,0
5968,115725006,0
5969,186721073,0
5970,203121757,0
5971,173317538,0
5972,203574907,0
5973,160139209,0
5974,159879078,0
5975,105064487,0
5976,163145687,0
5977,190957583,0
5978,176361250,0
5979,12695177,0
5980,201792532,0
5981,53486257,0
5982,130168017,0
5983,109869442,0
5984,20659,0
5985,171196974,0
5986,3160808,0
5987,53486430,0
5988,3575737,0
5989,153498238,0
5990,115119563,0
5991,37534128,0
5992,140206635,0
5993,104732132,0
5994,44669658,0
5995,25146625,0
5996,145961495,0
5997,98546882,0
5998,187206508,0
5999,180939333,0
6000,190372020,0
6001,129406129,0
6002,114054349,0
6003,118981067,0
6004,57776355,0
6005,104860134,0
6006,180222243,0
6007,160709200,0
6008,3300935,0
6009,195823006,0
6010,186723145,0
6011,193411197,0
6012,193418948,0
6013,97868707,0
6014,16282102,0
6015,94264180,0
6016,96890153,0
6017,17032156,0
6018,173822694,0
6019,169903775,0
6020,208011984,0
6021,211107379,0
6022,146856854,0
6023,168242609,0
6024,156562815,0
6025,21222675,0
6026,199250128,0
6027,152243570,0
6028,5807178,0
6029,63840676,0
6030,141604157,0
6031,40722926,0
6032,162184978,0
6033,173486888,0
6034,160368237,0
6035,199088299,0
6036,45084455,0
6037,178590880,0
6038,153455065,0
6039,173459796,0
6040,137285698,0
6041,186369695,0
6042,11013198,0
6043,209192321,0
6044,54130955,0
6045,127826209,0
6046,118273515,0
6047,172448144,0
6048,71787795,0
6049,161286957,0
6050,136105461,0
6051,213269465,0
6052,158079828,0
6053,151194633,0
6054,118071228,0
6055,175753933,0
6056,153512088,0
6057,191422404,0
6058,191524952,0
6059,74381463,0
6060,150420455,0
6061,198884188,0
6062,131630376,0
6063,73405194,0
6064,188408732,0
6065,50968509,0
6066,153148263,0
6067,2601733,0
6068,199313848,0
6069,27926203,0
6070,60861743,0
6071,183691837,0
6072,112397589,0
6073,93380165,0
6074,138145724,0
6075,160761733,0
6076,116539440,0
6077,167097983,0
6078,161457214,0
6079,21601734,0
6080,188272480,0
6081,196676933,0
6082,157025408,0
6083,173324094,0
6085,30730528,0
6086,21612156,0
6087,163906045,0
6088,64655690,0
6089,66955385,0
6090,195803448,0
6091,163790165,0
6092,182893845,0
6093,2507411,0
6094,10675977,0
6095,195859943,0
6096,147237860,0
6097,187018111,0
6098,18784700,0
6099,163126519,0
6100,10153,0
6101,2878244,0
6102,71007731,0
6103,98793120,0
6104,69861264,0
6105,156315232,0
6106,190962388,0
6107,195254025,0
6108,173794943,0
6109,146263823,0
6110,1041321,0
6111,83083657,0
6112,173251638,0
6113,203238522,0
6114,46677550,0
6115,743111,0
6116,162277241,0
6117,154677478,0
6118,119550245,0
6119,173706858,0
6120,134388776,0
6121,161972390,0
6122,182891777,0
6123,61351566,0
6124,141603277,0
6125,208856734,0
6126,128301317,0
6127,145960597,0
6128,203451600,0
6129,185875203,0
6130,127543351,0
6131,50981104,0
6132,192927850,0
6133,18696199,0
6134,173549883,0
6135,203567822,0
6136,104245719,0
6137,413627,0
6138,96555327,0
6139,618063,0
6140,25200003,0
6141,58986499,0
6142,87037631,0
6143,213546095,0
6144,14746992,0
6145,16617513,0
6146,107149471,0
6147,116474114,0
6148,16443131,0
6149,149749404,0
6150,187017923,0
6151,173792937,0
6152,155083691,0
6153,28274723,0
6154,82064175,0
6155,182853944,0
6156,157853614,0
6157,199316221,0
6158,25199657,0
6159,130170783,0
6160,182851951,0
6161,173491976,0
6162,34484620,0
6163,195837799,0
6164,163141874,0
6165,212080446,0
6166,10207655,0
6167,208680193,0
6168,176750510,0
6169,203240446,0
6170,131671258,0
6171,51440269,0
6172,199315345,0
6173,203570717,0
6174,62351153,0
6175,96755555,0
6176,158081846,0
6177,106941385,0
6178,36368241,0
6179,58548312,0
6180,134301789,0
6181,135251611,0
6182,205377436,0
6183,137864325,0
6184,147903030,0
6185,119591746,0
6186,162543661,0
6187,163134884,0
6188,168264379,0
6189,172512789,0
6190,190998813,0
6191,153558992,0
6192,208410922,0
6193,201724978,0
6194,72489043,0
6195,65751849,0
6196,162564072,0
6197,169825574,0
6198,132865070,0
6199,119590257,0
6200,17823595,0
6201,35350380,0
6202,199315066,0
6203,173314592,0
6204,98818504,0
6205,172352273,0
6206,104291625,0
6207,173322887,0
6208,11474407,0
6209,99893412,0
6210,162178906,0
6211,189418777,0
6212,191027700,0
6213,133530898,0
6214,203549737,0
6215,18640536,0
6216,163338660,0
6217,162561413,0
6218,1907491,0
6219,202818022,0
6220,120810586,0
6221,44672253,0
6222,91678832,0
6223,50653582,0
6224,44557184,0
6225,165228013,0
6226,173840973,0
6227,50969117,0
6228,173549855,0
6229,19683354,0
6230,86267685,0
6231,93951228,0
6232,147505361,0
6233,189005089,0
6234,201556664,0
6235,131763710,0
6236,12667894,0
6237,161277773,0
6238,2892341,0
6239,79829762,0
6240,84172670,0
6241,140511903,0
6242,76217483,0
6243,203405723,0
6244,178545085,0
6245,32842440,0
6246,169362947,0
6247,118945846,0
6248,189983587,0
6249,119390575,0
6250,190553028,0
6251,84493843,0
6252,182366663,0
6253,211569392,0
6254,149725779,0
6255,203666301,0
6256,122405424,0
6257,199565505,0
6258,152174237,0
6259,2196388,0
6260,193287208,0
6261,7536903,0
6262,199980214,0
6263,115712176,0
6264,63841160,0
6265,15599627,0
6266,156994964,0
6267,45084618,0
6268,193454531,0
6269,14654575,0
6270,120692254,0
6271,163123243,0
6272,168391022,0
6273,134969043,0
6274,173469557,0
6275,160348422,0
6276,508339,0
6277,85628068,0
6278,170110622,0
6279,178575176,0
6280,26974739,0
6282,140392456,0
6283,110867624,0
6284,111351110,0
6285,191265306,0
6286,135251650,0
6287,5857452,0
6288,42149796,0
6289,84646493,0
6290,79656141,0
